id,name,url,institution
1,Machine Learning,https://www.classcentral.com/course/machine-learning-835,Stanford University
2,"Information Systems Auditing, Controls and Assurance",https://www.classcentral.com/course/information-systems-audit-17979,The Hong Kong University of Science and Technology
3,"Algorithms, Part I",https://www.classcentral.com/course/algs4partI-339,Princeton University
4,Cryptography I,https://www.classcentral.com/course/crypto-616,Stanford University
5,"Internet History, Technology, and Security",https://www.classcentral.com/course/insidetheinternet-335,University of Michigan
6,Bitcoin and Cryptocurrency Technologies,https://www.classcentral.com/course/bitcointech-3655,Princeton University
7,"Algorithms, Part II",https://www.classcentral.com/course/algs4partII-340,Princeton University
8,Discrete Optimization,https://www.classcentral.com/course/optimization-487,University of Melbourne
9,Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,https://www.classcentral.com/course/images-462,Duke University
10,Analysis of Algorithms,https://www.classcentral.com/course/aofa-921,Princeton University
11,Computer Architecture,https://www.classcentral.com/course/comparch-342,Princeton University
12,Cryptography II,https://www.classcentral.com/course/crypto2-425,Stanford University
13,Internet of Things: Setting Up Your DragonBoard™ Development Platform,https://www.classcentral.com/course/internet-of-things-dragonboard-4260,"University of California, San Diego "
14,"Programming Languages, Part B",https://www.classcentral.com/course/programming-languages-part-b-6920,University of Washington
15,Detección de objetos,https://www.classcentral.com/course/deteccion-objetos-3194,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
16,"Networks: Friends, Money, and Bytes",https://www.classcentral.com/course/friendsmoneybytes-359,Princeton University
17,Networks Illustrated: Principles without Calculus,https://www.classcentral.com/course/ni-891,Princeton University
18,Quantitative Formal Modeling and Worst-Case Performance Analysis,https://www.classcentral.com/course/quantitative-formal-modeling-1-4864,EIT Digital
19,The Unix Workbench,https://www.classcentral.com/course/unix-8866,Johns Hopkins University
20,"Programming Languages, Part C",https://www.classcentral.com/course/programming-languages-part-c-7187,University of Washington
21,Введение в машинное обучение,https://www.classcentral.com/course/introduction-machine-learning-4474,Higher School of Economics
22,機器學習基石上 (Machine Learning Foundations)—Mathematical Foundations,https://www.classcentral.com/course/ntumlone-mathematicalfoundations-1326,National Taiwan University
23,Das liebe Geld – Finance im Alltag,https://www.classcentral.com/course/finanzen-7794,University of Zurich
24,Approximation Algorithms Part I,https://www.classcentral.com/course/approximation-algorithms-part-1-5026,École normale supérieure
25,Intel® Network Academy – Network Transformation 101,https://www.classcentral.com/course/network-transformation-101-12216,Intel
26,Foundations of Healthcare Systems Engineering,https://www.classcentral.com/course/foundations-of-healthcare-systems-engineering-21475,Johns Hopkins University
27,Computer Science: Programming with a Purpose,https://www.classcentral.com/course/cs-programming-java-13151,Princeton University
28,Information Security: Context and Introduction,https://www.classcentral.com/course/information-security-data-8123,University of London International Programmes
29,Алгоритмизация вычислений (Algorithmic computation),https://www.classcentral.com/course/algoritmizacija-vychislenij-6558,Higher School of Economics
30,機器學習技法 (Machine Learning Techniques),https://www.classcentral.com/course/ntumltwo-2847,National Taiwan University
31,Mastering Digital Twins,https://www.classcentral.com/course/mastering-digital-twins-13294,EIT Digital
32,Software Architecture for the Internet of Things,https://www.classcentral.com/course/iot-software-architecture-6507,EIT Digital
33,Introdução à Ciência da Computação com Python Parte 1,https://www.classcentral.com/course/ciencia-computacao-python-conceitos-7497,Universidade de São Paulo
34,Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,https://www.classcentral.com/course/electrones-en-accion-4726,Pontificia Universidad Católica de Chile
35,Data Privacy Fundamentals,https://www.classcentral.com/course/northeastern-data-privacy-20025,Northeastern University 
36,Internet of Things Capstone: Build a Mobile Surveillance System,https://www.classcentral.com/course/internet-of-things-capstone-5124,"University of California, San Diego"
37,Internet of Things: Sensing and Actuation From Devices,https://www.classcentral.com/course/internet-of-things-sensing-actuation-4182,"University of California, San Diego"
38,"Computer Science: Algorithms, Theory, and Machines",https://www.classcentral.com/course/computerscience2-10671,Princeton University
39,离散优化算法篇 Solving Algorithms for Discrete Optimization,https://www.classcentral.com/course/lisan-youhua-suanfapian-11217,The Chinese University of Hong Kong
40,离散优化建模基础篇 Basic Modeling for Discrete Optimization,https://www.classcentral.com/course/lisan-youhua-jianmo-jichupian-7772,The Chinese University of Hong Kong
41,Solving Algorithms for Discrete Optimization,https://www.classcentral.com/course/solving-algorithms-discrete-optimization-11219,University of Melbourne
42,离散优化建模高阶篇 Advanced Modeling for Discrete Optimization,https://www.classcentral.com/course/lisan-youhua-jianmo-gaojiepian-7775,The Chinese University of Hong Kong
43,Advanced Modeling for Discrete Optimization,https://www.classcentral.com/course/advancedmodeling-7757,University of Melbourne
44,[New] Advanced Modeling for Discrete Optimization 离散优化建模高阶篇,https://www.classcentral.com/course/advancedmodeling-cn-7758,The Chinese University of Hong Kong
45,Basic Modeling for Discrete Optimization,https://www.classcentral.com/course/basic-modeling-7759,University of Melbourne
46,[New] Basic Modeling for Discrete Optimization 离散优化建模基础篇,https://www.classcentral.com/course/basic-modeling-cn-7760,The Chinese University of Hong Kong
47,Moving to the Cloud,https://www.classcentral.com/course/movingtothecloud-6607,University of Melbourne
48,算法设计与分析 Design and Analysis of Algorithms,https://www.classcentral.com/course/algorithms-3230,Peking University
49,操作系统原理（Operating Systems）,https://www.classcentral.com/course/os-3229,Peking University
50,操作系统与虚拟化安全,https://www.classcentral.com/course/osvirtsecurity-2348,Peking University
51,计算机辅助翻译原理与实践 Principles and Practice of Computer-Aided Translation,https://www.classcentral.com/course/catmooc-2354,Peking University
52,计算机组成 Computer Organization,https://www.classcentral.com/course/pkuco-2351,Peking University
53,Introduction to Formal Concept Analysis,https://www.classcentral.com/course/formal-concept-analysis-7769,Higher School of Economics
54,機器學習基石下 (Machine Learning Foundations)—Algorithmic Foundations,https://www.classcentral.com/course/ntumlone-algorithmicfoundations-9737,National Taiwan University
55,人工智慧：搜尋方法與邏輯推論 (Artificial Intelligence – Search & Logic),https://www.classcentral.com/course/rengong-zhineng-10375,National Taiwan University
56,人工智慧：機器學習與理論基礎 (Artificial Intelligence – Learning & Theory),https://www.classcentral.com/course/ai2-11519,National Taiwan University
57,Arduino y algunas aplicaciones,https://www.classcentral.com/course/arduino-aplicaciones-7108,Universidad Nacional Autónoma de México
58,Сетевое администрирование: от теории к практике,https://www.classcentral.com/course/network-administration-10183,Tsinghua University
59,Population Health: Predictive Analytics,https://www.classcentral.com/course/population-health-predictive-analytics-19151,Leiden University
60,Clasificación de imágenes: ¿cómo reconocer el contenido de una imagen?,https://www.classcentral.com/course/clasificacion-imagenes-4609,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
61,Introduction to TCP/IP,https://www.classcentral.com/course/tcpip-9143,Yonsei University
62,Deep Learning for Business,https://www.classcentral.com/course/deep-learning-business-9431,Yonsei University
63,Architecting Smart IoT Devices,https://www.classcentral.com/course/iot-architecture-6839,EIT Digital
64,Introduction to Architecting Smart IoT Devices,https://www.classcentral.com/course/iot-devices-6748,EIT Digital
65,System Validation: Automata and behavioural equivalences,https://www.classcentral.com/course/automata-system-validation-6825,EIT Digital
66,Blockchain for the decision maker,https://www.classcentral.com/course/blockchain-decision-maker-13811,EIT Digital
67,I/O-efficient algorithms,https://www.classcentral.com/course/io-efficient-algorithms-16913,EIT Digital
68,Cybersecurity Awareness and Innovation,https://www.classcentral.com/course/cybersecurity-13790,EIT Digital
69,Blockchain 360: A State of the Art for Professionals,https://www.classcentral.com/course/blockchain-professionals-12595,EIT Digital
70,System Validation (2): Model process behaviour,https://www.classcentral.com/course/system-validation-behavior-7420,EIT Digital
71,System Validation (3): Requirements by modal formulas,https://www.classcentral.com/course/system-validation-modal-formulas-7808,EIT Digital
72,"System Validation (4): Modelling Software, Protocols, and other behaviour",https://www.classcentral.com/course/system-validation-software-protocols-7803,EIT Digital
73,Введение в искусственный интеллект,https://www.classcentral.com/course/vvedenie-v-iskusstvennyi-intellekt-13701,ФРОО
74,Спортивное программирование,https://www.classcentral.com/course/sportivnoe-programmirovanie-12796,Tomsk State University
75,Вводная в блокчейн,https://www.classcentral.com/course/blockchain-20157,Tomsk State University
76,Введение в параллельное программирование с использованием OpenMP и MPI,https://www.classcentral.com/course/parallel-programming-4449,Tomsk State University
77,Discrete Mathematics,https://www.classcentral.com/course/discrete-mathematics-8133,Shanghai Jiao Tong University
78,Blockchain Scalability and its Foundations in Distributed Systems,https://www.classcentral.com/course/blockchain-scalability-21843,The University of Sydney
79,Cyber-Physical Systems: Modeling and Simulation,https://www.classcentral.com/course/cyber-physical-systems-1-9791,"University of California, Santa Cruz"
80,Cybersecurity in Healthcare (Hospitals & Care Centres),https://www.classcentral.com/course/cybersecurity-in-healthcare-20908,Erasmus University Rotterdam
81,الذكاء الاصطناعي للجميع,https://www.classcentral.com/course/ai-for-everyone-ar-17031,deeplearning.ai
82,计算机操作系统,https://www.classcentral.com/course/jisuanji-caozuo-xitong-4316,Nanjing University
83,Approximation Algorithms Part II,https://www.classcentral.com/course/approximation-algorithms-part-2-5688,École normale supérieure
84,Introduction to OpenCL on FPGAs,https://www.classcentral.com/course/opencl-fpga-introduction-18979,Intel
85,Intel® Network Academy – Network Transformation 102,https://www.classcentral.com/course/network-transformation-102-13264,Intel
86,A complexidade sensível: Um paralelo entre videogames e arte,https://www.classcentral.com/course/videogames-5778,Universidade Estadual de Campinas
87,Международная информационная безопасность: теория и практика,https://www.classcentral.com/course/international-information-security-19243,Moscow State Institute of International Relations (MGIMO)
88,Security Awareness Training,https://www.classcentral.com/course/security-awareness-training-19052,(ISC)²
89,Machine Translation,https://www.classcentral.com/course/machinetranslation-21135,Karlsruhe Institute of Technology
90,[New] Fundamentals of CNNs and RNNs,https://www.classcentral.com/course/cnns-and-rnns-32772,Sungkyunkwan University
91,Introduction and Programming with IoT Boards,https://www.classcentral.com/course/introduction-iot-boards-12535,Pohang University of Science and Technology
92,Programming with Cloud IoT Platforms,https://www.classcentral.com/course/cloud-iot-platform-12536,Pohang University of Science and Technology
93,Check Point Jump Start: Network Security,https://www.classcentral.com/course/check-point-jump-start-network-security-19646,Checkpoint
94,Check Point Jump Start: Maestro Hyperscale Network Security,https://www.classcentral.com/course/check-point-jump-start-maestro-19647,Checkpoint
95,[New] Check Point Jump Start: Cloud Security ,https://www.classcentral.com/course/check-point-jump-start-cloud-security-32217,Checkpoint
96,Mastering Web3 with Waves,https://www.classcentral.com/course/mastering-web3-waves-20809,E-Learning Development Fund
97,Check Point Jump Start: SMB Network Security,https://www.classcentral.com/course/check-point-jump-start-smb-network-security-21940,Checkpoint
98,"Accounting, Business and Society: The Multi-faceted Role of Accounting",https://www.classcentral.com/course/accounting-business-society-12434,The Hong Kong University of Science and Technology
99,Financial Markets,https://www.classcentral.com/course/financialmarkets-912,Yale University
100,Becoming a changemaker: Introduction to Social Innovation,https://www.classcentral.com/course/social-innovation-6655,University of Cape Town
101,The Science of Success: What Researchers Know that You Should Know,https://www.classcentral.com/course/success-8087,University of Michigan
102,Introduction to Personal Branding,https://www.classcentral.com/course/personal-branding-4865,University of Virginia
103,International Leadership and Organizational Behavior,https://www.classcentral.com/course/intorb-1371,Università Bocconi
104,Financial Engineering and Risk Management Part I,https://www.classcentral.com/course/financialengineering1-1014,Columbia University
105,Protecting Business Innovations via Strategy,https://www.classcentral.com/course/protect-business-innovations-strategy-10496,The Hong Kong University of Science and Technology
106,The Global Financial Crisis,https://www.classcentral.com/course/global-financial-crisis-4893,Yale University
107,Forensic Accounting and Fraud Examination,https://www.classcentral.com/course/forensicaccounting-2465,West Virginia University
108,Organizational Analysis ,https://www.classcentral.com/course/organizational-analysis-459,Stanford University
109,Oil & Gas Industry Operations and Markets ,https://www.classcentral.com/course/oilandgas-5356,Duke University
110,The Strategy of Content Marketing,https://www.classcentral.com/course/content-marketing-7799,"University of California, Davis"
111,Supply Chain Management: A Learning Perspective ,https://www.classcentral.com/course/supplychain-2065,Korea Advanced Institute of Science and Technology
112,Advertising and Society,https://www.classcentral.com/course/adsoc-2487,Duke University
113,Fundamentals of Global Energy Business,https://www.classcentral.com/course/globalenergybusiness-1307,University of Colorado System
114,Interest Rate Models,https://www.classcentral.com/course/interest-rate-models-7662,École Polytechnique Fédérale de Lausanne
115,How to Change the World,https://www.classcentral.com/course/changetheworld-1269,Wesleyan University
116,"Creativity, Innovation and Transformation",https://www.classcentral.com/course/creativity-innovation-677,Pennsylvania State University
117,Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,https://www.classcentral.com/course/entpecon-1603,Case Western Reserve University
118,Arts and Culture Strategy,https://www.classcentral.com/course/artsculturestrategy-2678,University of Pennsylvania
119,Managing the Company of the Future,https://www.classcentral.com/course/futuremanagement-2920,University of London International Programmes
120,Food & Beverage Management,https://www.classcentral.com/course/food-beverage-management-3498,Università Bocconi
121,Private Equity and Venture Capital,https://www.classcentral.com/course/private-equity-4408,Università Bocconi
122,Bridging the Gap between Strategy Design and Delivery,https://www.classcentral.com/course/bridging-strategy-design-delivery-gap-12170,Brightline Initiative
123,Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://www.classcentral.com/course/social-impact-2136,University of Pennsylvania
124,Behavioral Finance,https://www.classcentral.com/course/duke-behavioral-finance-6635,Duke University
125,Scaling Operations: Linking Strategy and Execution,https://www.classcentral.com/course/scalingoperations-2707,Northwestern University
126,Excel Fundamentals for Data Analysis,https://www.classcentral.com/course/excel-data-analysis-fundamentals-20156,Macquarie University
127,Financial Engineering and Risk Management Part II,https://www.classcentral.com/course/fe2-1015,Columbia University
128,Innovating in a Digital World,https://www.classcentral.com/course/innovating-digital-world-4607,Institut Mines-Télécom
129,Financing and Investing in Infrastructure,https://www.classcentral.com/course/infrafinance-1380,Università Bocconi
130,Crowdfunding,https://www.classcentral.com/course/wharton-crowdfunding-9664,University of Pennsylvania
131,How to Finance and Grow Your Startup – Without VC,https://www.classcentral.com/course/startupfinancewithoutvc-5831,University of London International Programmes
132,"Brand Management: Aligning Business, Brand and Behaviour",https://www.classcentral.com/course/brand-3929,University of London International Programmes
133,Desarrollo rápido de productos innovadores para mercados emergentes,https://www.classcentral.com/course/innovacion-734,Tecnológico de Monterrey
134,The entrepreneur’s guide for beginners,https://www.classcentral.com/course/entrepreneur-guide-beginners-19704,University of Barcelona
135,Dairy Production and Management,https://www.classcentral.com/course/dairy-4055,Pennsylvania State University
136,Gender and Sexuality: Diversity and Inclusion in the Workplace,https://www.classcentral.com/course/gender-sexuality-8384,University of Pittsburgh
137,O Empreendedorismo e as Competências do Empreendedor,https://www.classcentral.com/course/empreendedorismo-2577,Universidade Estadual de Campinas
138,Giving 2.0: The MOOC,https://www.classcentral.com/course/giving2-2481,Stanford University
139,إدارة شركات المستقبل,https://www.classcentral.com/course/company-future-management-ar-13180,University of London International Programmes
140,Финансовые рынки и институты (Financial Markets and Institutions),https://www.classcentral.com/course/finmarkets-1375,Higher School of Economics
141,International Organizations Management ,https://www.classcentral.com/course/international-organizations-management-11072,University of Geneva
142,How to Validate your Startup Idea,https://www.classcentral.com/course/startup-idea-6449,University of New South Wales
143,Acuerdos globales para el desarrollo sostenible,https://www.classcentral.com/course/acuerdos-globales-9631,Universidad Nacional Autónoma de México
144,Entrepreneurial Strategic Management,https://www.classcentral.com/course/entstrategicmgmt-3596,University of New Mexico
145,International Business II,https://www.classcentral.com/course/globalbusiness2-2699,University of New Mexico
146,Administración Estratégica y Emprendedora,https://www.classcentral.com/course/adminestremp-5071,University of New Mexico
147,Fundamentos de Finanzas Empresariales ,https://www.classcentral.com/course/finanzas-empresariales-4633,Universidad de los Andes
148,Fundamentos de Excel para Negocios,https://www.classcentral.com/course/excel-para-negocios-7081,Universidad Austral
149,القيادة والذكاء العاطفي,https://www.classcentral.com/course/emotional-intelligence-in-leadership-ar-17029,Indian School of Business
150,"Technology Commercialization, Part 1: Setting up your Idea Filtering System",https://www.classcentral.com/course/techcommercialpart1-2567,University of Rochester
151,Emprender la emprendeduría,https://www.classcentral.com/course/emprender-6034,University of Barcelona
152,New Technologies for Business Leaders,https://www.classcentral.com/course/new-technologies-business-leaders-10365,Rutgers University
153,Les Partenariats Public-Privé (PPP): Comment offrir de meilleures infrastructures pour les services publics,https://www.classcentral.com/course/pppefficace-6008,Online Learning Campus – World Bank Group
154,Innovative Finance: Hacking finance to change the world ,https://www.classcentral.com/course/innovative-finance-9707,University of Cape Town
155,Gestión de las empresas de alimentación y bebidas,https://www.classcentral.com/course/empresas-alimentos-bebidas-4729,Università Bocconi
156,"Advanced Valuation and Strategy – M&A, Private Equity, and Venture Capital",https://www.classcentral.com/course/advanced-valuation-and-strategy-12104,Erasmus University Rotterdam
157,Innovation Management,https://www.classcentral.com/course/erasmus-innovationmanagement-5943,Erasmus University Rotterdam
158,Budgeting essentials and development,https://www.classcentral.com/course/budgeting-essentials-development-9350,Fundação Instituto de Administração
159,Effectuation : l’entrepreneuriat pour tous,https://www.classcentral.com/course/effectuation-1331,EMLYON Business School
160,How Software Ate Finance,https://www.classcentral.com/course/how-software-ate-finance-27230,Stanford University
161,"Making Successful Decisions through the Strategy, Law & Ethics Model",https://www.classcentral.com/course/strategy-law-ethics-6195,University of Michigan
162,Leading Diverse Teams & Organizations,https://www.classcentral.com/course/leading-diverse-teams-and-organizations-22539,University of Michigan
163,Becoming a Social Entrepreneur: Getting Started,https://www.classcentral.com/course/social-entrepreneurship-getting-started-21747,University of Michigan
164,Фінанси для нефінансових спеціалістів,https://www.classcentral.com/course/finansy-5689,"University of California, Irvine"
165,Subsistence Marketplaces,https://www.classcentral.com/course/subsistence-marketplaces-1363,University of Illinois at Urbana-Champaign
166,Customer Insights: Quantitative Techniques,https://www.classcentral.com/course/quantitative-customer-insights-10428,University of Illinois at Urbana-Champaign
167,Customer Insights: New Product Development Orientation,https://www.classcentral.com/course/customer-insights-orientation-10374,University of Illinois at Urbana-Champaign
168,Corporate Strategy ,https://www.classcentral.com/course/corporatestrategy-9859,University of London International Programmes
169,The Manager’s Toolkit: A Practical Guide to Managing People at Work,https://www.classcentral.com/course/people-management-6317,University of London International Programmes
170,Keeping up with Change: Issues for the Finance Professional,https://www.classcentral.com/course/change-for-the-finance-professional-5877,University of London International Programmes
171,Foundations of Diversity and Inclusion at Work TeachOut,https://www.classcentral.com/course/foundations-of-diversity-and-inclusion-at-work-te-21397,University of Virginia
172,Advanced Search Engine Optimization Strategies,https://www.classcentral.com/course/advanced-seo-strategies-5608,"University of California, Davis"
173,Designing and Implementing Your Coaching Strategy,https://www.classcentral.com/course/design-coaching-strategy-5583,"University of California, Davis"
174,真格—北大在线创业课堂,https://www.classcentral.com/course/zhenge-beida-zaixian-chuangye-5916,Peking University
175,Business Strategies for Emerging Markets,https://www.classcentral.com/course/business-strategies-7771,Higher School of Economics
176,Основы корпоративных финансов (Fundamentals of Corporate Finance),https://www.classcentral.com/course/corpfin-1385,Higher School of Economics
177,Global Statistics – Composite Indices for International Comparisons,https://www.classcentral.com/course/global-statistics-11053,University of Geneva
178,Leading Innovation in Arts and Culture,https://www.classcentral.com/course/innovationarts-2390,Vanderbilt University
179,Researcher Management and Leadership Training,https://www.classcentral.com/course/researcher-management-leadership-training-19465,University of Colorado System
180,Маркетинг инновационных продуктов,https://www.classcentral.com/course/marketing-innov-produktov-10448,Moscow Institute of Physics and Technology
181,Réussir le Changement,https://www.classcentral.com/course/reussir-le-changement-5871,ESSEC Business School
182,L’entrepreneuriat social : changer d’échelle ,https://www.classcentral.com/course/entrepreneuriat-social-changer-d-echelle-22032,ESSEC Business School
183,L’innovation managériale en pratique,https://www.classcentral.com/course/innovation-manageriale-12095,ESSEC Business School
184,L’excellence opérationnelle en pratique ,https://www.classcentral.com/course/excellence-operationnelle-11459,ESSEC Business School
185,Animer une séance collaborative,https://www.classcentral.com/course/animer-seance-collaborative-10763,ESSEC Business School
186,L’entrepreneuriat social : de l’envie au projet,https://www.classcentral.com/course/entrepreneuriatquichangelemonde-6202,ESSEC Business School
187,Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,https://www.classcentral.com/course/partenariats-qui-changent-le-monde-5227,ESSEC Business School
188,Raison d’être et Entreprise à Mission,https://www.classcentral.com/course/raison-etre-et-entreprise-a-mission-19244,ESSEC Business School
189,用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),https://www.classcentral.com/course/pbc2-10786,National Taiwan University
190,商管研究中的賽局分析（一）：通路選擇、合約制定與共享經濟 (Game Theoretic Analysis for Business Research (1)),https://www.classcentral.com/course/gabr-9300,National Taiwan University
191,商管研究中的賽局分析（二）：資訊經濟學,https://www.classcentral.com/course/shang-guan-zixun-jingji-xue-12338,National Taiwan University
192,"服務模式的體驗、設計與創新：從痛點到賣點 (Experience, Design, and Innovation of Service Models: from Pain Points to Selling Points)",https://www.classcentral.com/course/service-models-11712,National Taiwan University
193,行銷典範轉移: 變動中的消費世界 (Marketing in a changing world),https://www.classcentral.com/course/marketing-stp-crm-7804,National Taiwan University
194,Finanzas personales,https://www.classcentral.com/course/finanzaspersonales-2565,Universidad Nacional Autónoma de México
195,Nuevos modelos de negocios en el siglo XXI,https://www.classcentral.com/course/modelos-negocios-16959,Universidad Nacional Autónoma de México
196,Contabilidad para no contadores ,https://www.classcentral.com/course/contabilidad-7412,Universidad Nacional Autónoma de México
197,Créer et développer une startup technologique,https://www.classcentral.com/course/techstartup-2995,École Polytechnique
198,Introducción a la gestión de proyectos,https://www.classcentral.com/course/gestion-proyectos-c1-23153,Tecnológico de Monterrey
199,Introducción a Lean Six Sigma,https://www.classcentral.com/course/introduccin-a-lean-six-sigma-22669,Tecnológico de Monterrey
200,Analíticas y Métricas de Marketing,https://www.classcentral.com/course/analticas-y-mtricas-de-marketing-22659,Tecnológico de Monterrey
201,Contratación y mercado digital. Aspectos legales y otras cuestiones de interés,https://www.classcentral.com/course/mercado-digital-16881,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
202,Tu consultorio de Coaching en las ondas,https://www.classcentral.com/course/coaching-en-las-ondas-13257,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
203,Kit básico (para evitar los errores más frecuentes) de finanzas,https://www.classcentral.com/course/finanzas-basicas-8347,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
204,Sport Sponsorship. Let them Play,https://www.classcentral.com/course/sport-sponsorship-6614,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
205,[New] Sport Sponsorship. Let them Play,https://www.classcentral.com/course/sports-sponsorship-6572,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
206,Patrocinio Deportivo,https://www.classcentral.com/course/patrocinio-deportivo-5814,Universitat Autònoma de Barcelona (Autonomous University of Barcelona)
207,International Business I,https://www.classcentral.com/course/international-business-7249,University of New Mexico
208,Negocios Internacionales II,https://www.classcentral.com/course/negocios-internacionales2-4941,University of New Mexico
209,Negocios Internacionales I,https://www.classcentral.com/course/negocios-internacionales1-4933,University of New Mexico
210,Marketing Internacional en Asia,https://www.classcentral.com/course/marketing-internacional-asia-9770,Yonsei University
211,Disaster Risk Management and Korean Policies,https://www.classcentral.com/course/disaster-risk-management-korean-policies-13259,Yonsei University
212,Marketing Verde,https://www.classcentral.com/course/marketingverde-4651,Universidad de los Andes
213,Gestión del alcance: el qué de la triple restricción,https://www.classcentral.com/course/gestion-alcance-proyectos-17308,Universidad de los Andes
214,¿Cómo tomar decisiones financieras que agreguen valor?,https://www.classcentral.com/course/tomar-decisiones-financieras-que-agregan-valor-22786,Universidad de los Andes
215,Formulación y evaluación de proyectos complejos,https://www.classcentral.com/course/formulacion-evaluacion-proyectos-ingenieria-17053,Universidad de los Andes
216,[New] Sustainable Digital Innovation,https://www.classcentral.com/course/sustainable-digital-innovation-32151,EIT Digital
217,Business Implications of AI: A Nano-course,https://www.classcentral.com/course/business-implications-ai-nano-course-17046,EIT Digital
218,Бизнес на свои,https://www.classcentral.com/course/biznes-na-svoi-mosigra-12777,ФРОО
219,Стратегический менеджмент,https://www.classcentral.com/course/strategichesky-menegment-22767,Tomsk State University
220,"«Ловцы человеков» или социальные сети в медиа, бизнесе, рекрутинге и образовании",https://www.classcentral.com/course/virtual-fishers-of-men-4448,Tomsk State University
221,Целевые капиталы – территория финансовой стабильности в некоммерческом секторе,https://www.classcentral.com/course/tselevyye-kapitaly-12235,Tomsk State University
222,Прикладное управление рисками,https://www.classcentral.com/course/applied-risk-management-11652,Tomsk State University
223,International Portfolio Managment,https://www.classcentral.com/course/international-portfolio-managment-31696,Tomsk State University
224,Data Analytics for Lean Six Sigma,https://www.classcentral.com/course/data-analytics-for-lean-six-sigma-8092,University of Amsterdam
225,Finanzas Corporativas,https://www.classcentral.com/course/finanzas-corporativas-17318,Universidad Austral
226,Diseño de Experiencia en Servicios,https://www.classcentral.com/course/diseno-experiencia-servicios-17383,Universidad Austral
227,Excel aplicado a los negocios (Nivel Avanzado),https://www.classcentral.com/course/excel-aplicado-negocios-avanzado-9571,Universidad Austral
228,Introducción al análisis de Costos para la Dirección de Empresas,https://www.classcentral.com/course/analisis-costos-direccion-empresas-17384,Universidad Austral
229,Coberturas de riesgo con futuros y opciones para agrobusiness,https://www.classcentral.com/course/coberturas-de-riesgo-7082,Universidad Austral
230,Sustainable Tourism – promoting environmental public health,https://www.classcentral.com/course/sustainable-tourism-10334,University of Copenhagen
231,Devenir entrepreneur du changement,https://www.classcentral.com/course/entrepchangement-2903,HEC Paris
232,Consolidando empresas: Estrutura jurídica e financeira,https://www.classcentral.com/course/consolidando-empresas-10710,Universidade de São Paulo
233,Criação de Startups: Como desenvolver negócios inovadores,https://www.classcentral.com/course/criacao-startups-8546,Universidade de São Paulo
234,Claves para Gestionar Personas,https://www.classcentral.com/course/gestionpersonas-3017,IESE Business School
235,Be entrepreneurial in Cultural Industries in the digital age,https://www.classcentral.com/course/entrepreneurial-culture-digital-age-12080,Institut d’Etudes Politiques de Paris
236,Entreprendre dans les Industries Culturelles à l’ère du numérique,https://www.classcentral.com/course/entreprendre-culture-12081,Institut d’Etudes Politiques de Paris
237,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,https://www.classcentral.com/course/design-strategy-11229,The University of Sydney
238,Financing Infrastructure in African Cities,https://www.classcentral.com/course/financing-infrastructure-in-african-citi-10225,United Cities and Local Governments of Africa
239,Leadership in 21st Century Organizations,https://www.classcentral.com/course/leadership21st-1411,Copenhagen Business School
240,Gestión de organizaciones efectivas,https://www.classcentral.com/course/gestion-organizaciones-efectivas-4721,Pontificia Universidad Católica de Chile
241,Transferencia tecnológica: De la investigación al mercado.,https://www.classcentral.com/course/transferencia-tecnologica-investigacion-9889,Pontificia Universidad Católica de Chile
242,Camino a la Excelencia en Gestión de Proyectos,https://www.classcentral.com/course/camino-excelencia-gestion-proyectos-7109,Pontificia Universidad Católica de Chile
243,Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,https://www.classcentral.com/course/liderazgo-educativo-4349,Pontificia Universidad Católica de Chile
244,Diseño y Creación de un Emprendimiento Social,https://www.classcentral.com/course/emprendimiento-social-negocios-sustentab-11302,Pontificia Universidad Católica de Chile
245,Gestión Empresarial Exitosa para Pymes,https://www.classcentral.com/course/gestionempresarialpyme-4342,Pontificia Universidad Católica de Chile
246,Buenas Prácticas en Libre Competencia,https://www.classcentral.com/course/libre-competencia-10216,Pontificia Universidad Católica de Chile
247,[New] Private Equity and Investment Funds,https://www.classcentral.com/course/private-equity-investment-funds-4390,Università Bocconi
248,Management of International Development: Towards Agenda 2030,https://www.classcentral.com/course/towards-agenda-2030-21937,Università Bocconi
249,Arts and Heritage Management,https://www.classcentral.com/course/arts-heritage-7466,Università Bocconi
250,Principles of Sustainable Finance ,https://www.classcentral.com/course/sustainable-finance-19711,Erasmus University Rotterdam
251,竞争策略（中文版）,https://www.classcentral.com/course/competitivestrategyzh-2848,Ludwig-Maximilians-Universität München
